"man_cod"
"T01"
"T04"
"V04"
"V04"
"T01"
"T01"
"W01"
"T01"
"T01"
"W01"
"W01"
"W01"
"W01"
"W02"
"T01"
"T01"
"W01"
"W01"
"W01"
"W01"
"W02"
"T04"
"T04"
"T04"
"W01"
"W02"
"W02"
"T04"
"T04"
"T04"
"W01"
"W02"
"W02"
"T01"
"W01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"W01"
"W02"
"W02"
"T01"
"T01"
"T01"
"W01"
"W01"
"W01"
"W02"
"W02"
"T01"
"T01"
"T01"
"W01"
"W01"
"W01"
"W01"
"X23"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"W01"
"W01"
"T01"
"T01"
"T01"
"W01"
"W01"
"T01"
"T01"
"T01"
"W01"
"W01"
"T01"
"T01"
"T01"
"T01"
"T01"
"W01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T05"
"W01"
"W01"
"W01"
"W01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T05"
"W01"
"W01"
"W01"
"W01"
"T01"
"T01"
"T01"
"T01"
"T01"
"W01"
"T01"
"T01"
"W01"
"W01"
"T01"
"T01"
"T01"
"W01"
"W01"
"W01"
"W04"
"T01"
"T01"
"W01"
"W01"
"W01"
"W01"
"W01"
"W06"
"T01"
"T01"
"W01"
"W01"
"T01"
"T01"
"T01"
"T01"
"W01"
"W01"
"T01"
"T01"
"T01"
"T01"
"W01"
"T01"
"W01"
"T01"
"T01"
"T01"
"W01"
"W01"
"W01"
"W01"
"W01"
"T01"
"T01"
"W01"
"W01"
"W01"
"W01"
"T01"
"T01"
"W01"
"W01"
"W01"
"W01"
"T01"
"T01"
"W01"
"W01"
"W01"
"W01"
"T01"
"T01"
"T01"
"T01"
"T01"
"W01"
"W01"
"W01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"W01"
"W01"
"W01"
"W01"
"W01"
"W01"
"W01"
"W01"
"W01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"W01"
"W01"
"W01"
"W01"
"S05"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"W01"
"W01"
"W01"
"W01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"W01"
"W01"
"W01"
"W01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"W01"
"W01"
"W01"
"W01"
"T01"
"T01"
"T01"
"T01"
"T01"
"T01"
"W01"
"W01"
"W01"
"W01"
"T01"
"T01"
"T01"
